sample_id,node_id,lat,lon,basin,target_date,window_start,window_end,label,severity,purpose,event_id,chip_half_km,tabular_key
S001775,ATT_NIT,7.141,80.098,AttanagaluOya,2021-02-25,2021-02-19,2021-03-03,0,none,dry_negative,,3.2,ATT_NIT_2021-02-25
S001776,KEL_KIT,6.989,80.412,Kelani,2017-03-06,2017-02-28,2017-03-12,0,none,dry_negative,,3.2,KEL_KIT_2017-03-06
S001777,DED_KUR,7.487,80.362,DeduruOya,2019-03-24,2019-03-18,2019-03-30,0,none,dry_negative,,3.2,DED_KUR_2019-03-24
S001778,KEL_AVI,6.954,80.211,Kelani,2020-10-24,2020-10-18,2020-10-30,0,none,dry_negative,,3.2,KEL_AVI_2020-10-24
S001779,MAL_MAN,8.951,79.951,MalwathuOya,2019-05-15,2019-05-09,2019-05-21,0,none,dry_negative,,3.2,MAL_MAN_2019-05-15
S001780,GAL_AMP,7.291,81.671,GalOya,2022-10-05,2022-09-29,2022-10-11,0,none,dry_negative,,3.2,GAL_AMP_2022-10-05
S001781,MAH_VIC,7.241,80.781,Mahaweli,2017-05-18,2017-05-12,2017-05-24,0,none,dry_negative,,3.2,MAH_VIC_2017-05-18
S001782,GAL_ING,7.2,81.5,GalOya,2024-02-22,2024-02-16,2024-02-28,0,none,dry_negative,,3.2,GAL_ING_2024-02-22
S001783,ATT_VEY,7.155,80.061,AttanagaluOya,2017-07-07,2017-07-01,2017-07-13,0,none,dry_negative,,3.2,ATT_VEY_2017-07-07
S001784,KIR_TIS,6.281,81.281,KirindiOya,2019-07-16,2019-07-10,2019-07-22,0,none,dry_negative,,3.2,KIR_TIS_2019-07-16
S001785,COL_KOL,6.933,79.891,ColomboMetro,2024-04-10,2024-04-04,2024-04-16,0,none,dry_negative,,3.2,COL_KOL_2024-04-10
S001786,GIN_BAD,6.171,80.19,Gin,2017-02-23,2017-02-17,2017-03-01,0,none,dry_negative,,3.2,GIN_BAD_2017-02-23
S001787,ATT_VEY,7.155,80.061,AttanagaluOya,2017-03-21,2017-03-15,2017-03-27,0,none,dry_negative,,3.2,ATT_VEY_2017-03-21
S001788,KAL_RAT,6.683,80.4,Kalu,2016-07-28,2016-07-22,2016-08-03,0,none,dry_negative,,3.2,KAL_RAT_2016-07-28
S001789,KAL_AGA,6.535,80.15,Kalu,2016-03-31,2016-03-25,2016-04-06,0,none,dry_negative,,3.2,KAL_AGA_2016-03-31
S001790,MAH_PER,7.271,80.598,Mahaweli,2023-06-30,2023-06-24,2023-07-06,0,none,dry_negative,,3.2,MAH_PER_2023-06-30
S001791,BAT_VAL,7.921,81.531,Batticaloa,2024-07-04,2024-06-28,2024-07-10,0,none,dry_negative,,3.2,BAT_VAL_2024-07-04
S001792,KAL_BAL,6.652,80.698,Kalu,2019-06-07,2019-06-01,2019-06-13,0,none,dry_negative,,3.2,KAL_BAL_2019-06-07
S001793,MAH_VIC,7.241,80.781,Mahaweli,2022-02-06,2022-01-31,2022-02-12,0,none,dry_negative,,3.2,MAH_VIC_2022-02-06
S001794,KEL_COL,6.97,79.873,Kelani,2022-02-01,2022-01-26,2022-02-07,0,none,dry_negative,,3.2,KEL_COL_2022-02-01
S001795,NIL_MAT,5.949,80.55,Nilwala,2024-03-18,2024-03-12,2024-03-24,0,none,dry_negative,,3.2,NIL_MAT_2024-03-18
S001796,KEL_COL,6.97,79.873,Kelani,2018-03-05,2018-02-27,2018-03-11,0,none,dry_negative,,3.2,KEL_COL_2018-03-05
S001797,KAL_BUL,6.66,80.19,Kalu,2019-09-14,2019-09-08,2019-09-20,0,none,dry_negative,,3.2,KAL_BUL_2019-09-14
S001798,BAT_ERA,7.771,81.601,Batticaloa,2018-07-11,2018-07-05,2018-07-17,0,none,dry_negative,,3.2,BAT_ERA_2018-07-11
S001799,KEL_AVI,6.954,80.211,Kelani,2015-10-03,2015-09-27,2015-10-09,0,none,dry_negative,,3.2,KEL_AVI_2015-10-03
S001800,MHO_MOU,7.301,79.833,MahaOya,2024-03-26,2024-03-20,2024-04-01,0,none,dry_negative,,3.2,MHO_MOU_2024-03-26
S001801,NIL_URA,6.231,80.601,Nilwala,2019-07-03,2019-06-27,2019-07-09,0,none,dry_negative,,3.2,NIL_URA_2019-07-03
S001802,ATT_GAM,7.092,79.994,AttanagaluOya,2024-05-01,2024-04-25,2024-05-07,0,none,dry_negative,,3.2,ATT_GAM_2024-05-01
S001803,NIL_MAT,5.949,80.55,Nilwala,2016-01-19,2016-01-13,2016-01-25,0,none,dry_negative,,3.2,NIL_MAT_2016-01-19
S001804,KAL_KLT,6.583,79.96,Kalu,2015-08-23,2015-08-17,2015-08-29,0,none,dry_negative,,3.2,KAL_KLT_2015-08-23
S001805,NIL_MAT,5.949,80.55,Nilwala,2022-04-30,2022-04-24,2022-05-06,0,none,dry_negative,,3.2,NIL_MAT_2022-04-30
S001806,WAL_AMB,6.121,81.021,Walawe,2017-06-10,2017-06-04,2017-06-16,0,none,dry_negative,,3.2,WAL_AMB_2017-06-10
S001807,COL_KOT,6.888,79.901,ColomboMetro,2021-04-19,2021-04-13,2021-04-25,0,none,dry_negative,,3.2,COL_KOT_2021-04-19
S001808,BAT_VAL,7.921,81.531,Batticaloa,2022-08-26,2022-08-20,2022-09-01,0,none,dry_negative,,3.2,BAT_VAL_2022-08-26
S001809,DED_WAR,7.621,80.231,DeduruOya,2020-07-26,2020-07-20,2020-08-01,0,none,dry_negative,,3.2,DED_WAR_2020-07-26
S001810,KAL_BUL,6.66,80.19,Kalu,2017-02-09,2017-02-03,2017-02-15,0,none,dry_negative,,3.2,KAL_BUL_2017-02-09
S001811,KIR_TIS,6.281,81.281,KirindiOya,2017-02-15,2017-02-09,2017-02-21,0,none,dry_negative,,3.2,KIR_TIS_2017-02-15
S001812,GAL_AMP,7.291,81.671,GalOya,2016-09-13,2016-09-07,2016-09-19,0,none,dry_negative,,3.2,GAL_AMP_2016-09-13
S001813,BAT_BAT,7.717,81.7,Batticaloa,2017-08-21,2017-08-15,2017-08-27,0,none,dry_negative,,3.2,BAT_BAT_2017-08-21
S001814,WAL_AMB,6.121,81.021,Walawe,2022-09-23,2022-09-17,2022-09-29,0,none,dry_negative,,3.2,WAL_AMB_2022-09-23
S001815,BAT_BAT,7.717,81.7,Batticaloa,2016-04-28,2016-04-22,2016-05-04,0,none,dry_negative,,3.2,BAT_BAT_2016-04-28
S001816,BAT_VAL,7.921,81.531,Batticaloa,2020-08-31,2020-08-25,2020-09-06,0,none,dry_negative,,3.2,BAT_VAL_2020-08-31
S001817,DED_KUR,7.487,80.362,DeduruOya,2016-11-08,2016-11-02,2016-11-14,0,none,dry_negative,,3.2,DED_KUR_2016-11-08
S001818,MAH_POL,7.94,81.001,Mahaweli,2023-07-23,2023-07-17,2023-07-29,0,none,dry_negative,,3.2,MAH_POL_2023-07-23
S001819,BAT_VAL,7.921,81.531,Batticaloa,2015-08-22,2015-08-16,2015-08-28,0,none,dry_negative,,3.2,BAT_VAL_2015-08-22
S001820,COL_KOL,6.933,79.891,ColomboMetro,2019-04-23,2019-04-17,2019-04-29,0,none,dry_negative,,3.2,COL_KOL_2019-04-23
S001821,MAL_ANU,8.351,80.401,MalwathuOya,2017-09-16,2017-09-10,2017-09-22,0,none,dry_negative,,3.2,MAL_ANU_2017-09-16
S001822,ATT_JAE,7.074,79.892,AttanagaluOya,2015-05-06,2015-04-30,2015-05-12,0,none,dry_negative,,3.2,ATT_JAE_2015-05-06
S001823,MAH_VIC,7.241,80.781,Mahaweli,2015-07-19,2015-07-13,2015-07-25,0,none,dry_negative,,3.2,MAH_VIC_2015-07-19
S001824,MAH_MHY,7.331,81.001,Mahaweli,2018-01-13,2018-01-07,2018-01-19,0,none,dry_negative,,3.2,MAH_MHY_2018-01-13
S001825,ATT_NIT,7.141,80.098,AttanagaluOya,2018-01-18,2018-01-12,2018-01-24,0,none,dry_negative,,3.2,ATT_NIT_2018-01-18
S001826,ATT_VEY,7.155,80.061,AttanagaluOya,2022-07-29,2022-07-23,2022-08-04,0,none,dry_negative,,3.2,ATT_VEY_2022-07-29
S001827,GAL_AMP,7.291,81.671,GalOya,2018-08-03,2018-07-28,2018-08-09,0,none,dry_negative,,3.2,GAL_AMP_2018-08-03
S001828,KAL_KLT,6.583,79.96,Kalu,2015-09-04,2015-08-29,2015-09-10,0,none,dry_negative,,3.2,KAL_KLT_2015-09-04
S001829,ATT_GAM,7.092,79.994,AttanagaluOya,2024-03-18,2024-03-12,2024-03-24,0,none,dry_negative,,3.2,ATT_GAM_2024-03-18
S001830,MHO_GIR,7.331,80.121,MahaOya,2019-02-24,2019-02-18,2019-03-02,0,none,dry_negative,,3.2,MHO_GIR_2019-02-24
S001831,BAT_VAL,7.921,81.531,Batticaloa,2020-04-25,2020-04-19,2020-05-01,0,none,dry_negative,,3.2,BAT_VAL_2020-04-25
S001832,YAN_HOR,8.551,80.881,YanOya,2021-10-08,2021-10-02,2021-10-14,0,none,dry_negative,,3.2,YAN_HOR_2021-10-08
S001833,KAL_BAL,6.652,80.698,Kalu,2016-07-21,2016-07-15,2016-07-27,0,none,dry_negative,,3.2,KAL_BAL_2016-07-21
S001834,MAH_MAN,7.921,81.101,Mahaweli,2017-06-27,2017-06-21,2017-07-03,0,none,dry_negative,,3.2,MAH_MAN_2017-06-27
S001835,KLA_ELA,8.151,79.851,KalaOya,2018-05-17,2018-05-11,2018-05-23,0,none,dry_negative,,3.2,KLA_ELA_2018-05-17
S001836,MAH_PER,7.271,80.598,Mahaweli,2021-08-25,2021-08-19,2021-08-31,0,none,dry_negative,,3.2,MAH_PER_2021-08-25
S001837,MAL_ANU,8.351,80.401,MalwathuOya,2018-06-26,2018-06-20,2018-07-02,0,none,dry_negative,,3.2,MAL_ANU_2018-06-26
S001838,KAL_BUL,6.66,80.19,Kalu,2024-08-10,2024-08-04,2024-08-16,0,none,dry_negative,,3.2,KAL_BUL_2024-08-10
S001839,NIL_MAT,5.949,80.55,Nilwala,2019-03-07,2019-03-01,2019-03-13,0,none,dry_negative,,3.2,NIL_MAT_2019-03-07
S001840,BAT_ERA,7.771,81.601,Batticaloa,2018-02-20,2018-02-14,2018-02-26,0,none,dry_negative,,3.2,BAT_ERA_2018-02-20
S001841,NIL_MAT,5.949,80.55,Nilwala,2015-06-17,2015-06-11,2015-06-23,0,none,dry_negative,,3.2,NIL_MAT_2015-06-17
S001842,WAL_AMB,6.121,81.021,Walawe,2022-09-29,2022-09-23,2022-10-05,0,none,dry_negative,,3.2,WAL_AMB_2022-09-29
S001843,MAH_VIC,7.241,80.781,Mahaweli,2020-04-29,2020-04-23,2020-05-05,0,none,dry_negative,,3.2,MAH_VIC_2020-04-29
S001844,GIN_BAD,6.171,80.19,Gin,2024-02-07,2024-02-01,2024-02-13,0,none,dry_negative,,3.2,GIN_BAD_2024-02-07
S001845,MAH_KAN,7.291,80.635,Mahaweli,2018-09-22,2018-09-16,2018-09-28,0,none,dry_negative,,3.2,MAH_KAN_2018-09-22
S001846,KEL_RUW,7.041,80.251,Kelani,2023-08-13,2023-08-07,2023-08-19,0,none,dry_negative,,3.2,KEL_RUW_2023-08-13
S001847,WAL_AMB,6.121,81.021,Walawe,2018-02-17,2018-02-11,2018-02-23,0,none,dry_negative,,3.2,WAL_AMB_2018-02-17
S001848,NIL_URA,6.231,80.601,Nilwala,2016-02-18,2016-02-12,2016-02-24,0,none,dry_negative,,3.2,NIL_URA_2016-02-18
S001849,KEL_AVI,6.954,80.211,Kelani,2019-05-12,2019-05-06,2019-05-18,0,none,dry_negative,,3.2,KEL_AVI_2019-05-12
S001850,KEL_KIT,6.989,80.412,Kelani,2023-08-24,2023-08-18,2023-08-30,0,none,dry_negative,,3.2,KEL_KIT_2023-08-24
S001851,YAN_HOR,8.551,80.881,YanOya,2022-07-30,2022-07-24,2022-08-05,0,none,dry_negative,,3.2,YAN_HOR_2022-07-30
S001852,KEL_HAN,6.902,80.082,Kelani,2020-03-01,2020-02-24,2020-03-07,0,none,dry_negative,,3.2,KEL_HAN_2020-03-01
S001853,NIL_AKU,6.101,80.481,Nilwala,2020-03-28,2020-03-22,2020-04-03,0,none,dry_negative,,3.2,NIL_AKU_2020-03-28
S001854,DED_CHI,7.576,79.797,DeduruOya,2023-04-01,2023-03-26,2023-04-07,0,none,dry_negative,,3.2,DED_CHI_2023-04-01
S001855,KEL_COL,6.97,79.873,Kelani,2015-02-19,2015-02-13,2015-02-25,0,none,dry_negative,,3.2,KEL_COL_2015-02-19
S001856,GIN_NEL,6.423,80.293,Gin,2019-05-08,2019-05-02,2019-05-14,0,none,dry_negative,,3.2,GIN_NEL_2019-05-08
S001857,GIN_THA,6.331,80.331,Gin,2024-02-09,2024-02-03,2024-02-15,0,none,dry_negative,,3.2,GIN_THA_2024-02-09
S001858,WAL_EMB,6.343,80.851,Walawe,2015-08-31,2015-08-25,2015-09-06,0,none,dry_negative,,3.2,WAL_EMB_2015-08-31
S001859,KEL_HAN,6.902,80.082,Kelani,2020-09-03,2020-08-28,2020-09-09,0,none,dry_negative,,3.2,KEL_HAN_2020-09-03
S001860,KEL_KAD,6.933,79.983,Kelani,2020-02-21,2020-02-15,2020-02-27,0,none,dry_negative,,3.2,KEL_KAD_2020-02-21
S001861,KLA_ELA,8.151,79.851,KalaOya,2020-10-05,2020-09-29,2020-10-11,0,none,dry_negative,,3.2,KLA_ELA_2020-10-05
S001862,BAT_VAL,7.921,81.531,Batticaloa,2020-03-27,2020-03-21,2020-04-02,0,none,dry_negative,,3.2,BAT_VAL_2020-03-27
S001863,MAH_MHY,7.331,81.001,Mahaweli,2022-08-20,2022-08-14,2022-08-26,0,none,dry_negative,,3.2,MAH_MHY_2022-08-20
S001864,YAN_HOR,8.551,80.881,YanOya,2016-08-04,2016-07-29,2016-08-10,0,none,dry_negative,,3.2,YAN_HOR_2016-08-04
S001865,MAH_PER,7.271,80.598,Mahaweli,2020-02-25,2020-02-19,2020-03-02,0,none,dry_negative,,3.2,MAH_PER_2020-02-25
S001866,MAH_PER,7.271,80.598,Mahaweli,2016-09-15,2016-09-09,2016-09-21,0,none,dry_negative,,3.2,MAH_PER_2016-09-15
S001867,MAH_MAN,7.921,81.101,Mahaweli,2020-08-13,2020-08-07,2020-08-19,0,none,dry_negative,,3.2,MAH_MAN_2020-08-13
S001868,KEL_AVI,6.954,80.211,Kelani,2015-03-25,2015-03-19,2015-03-31,0,none,dry_negative,,3.2,KEL_AVI_2015-03-25
S001869,KIR_TIS,6.281,81.281,KirindiOya,2020-09-07,2020-09-01,2020-09-13,0,none,dry_negative,,3.2,KIR_TIS_2020-09-07
S001870,KEL_KIT,6.989,80.412,Kelani,2022-09-21,2022-09-15,2022-09-27,0,none,dry_negative,,3.2,KEL_KIT_2022-09-21
S001871,BAT_VAL,7.921,81.531,Batticaloa,2024-05-30,2024-05-24,2024-06-05,0,none,dry_negative,,3.2,BAT_VAL_2024-05-30
S001872,MAH_MHY,7.331,81.001,Mahaweli,2019-03-17,2019-03-11,2019-03-23,0,none,dry_negative,,3.2,MAH_MHY_2019-03-17
S001873,KEL_AVI,6.954,80.211,Kelani,2015-10-09,2015-10-03,2015-10-15,0,none,dry_negative,,3.2,KEL_AVI_2015-10-09
S001874,KAL_BUL,6.66,80.19,Kalu,2020-03-03,2020-02-26,2020-03-09,0,none,dry_negative,,3.2,KAL_BUL_2020-03-03
S001875,BAT_VAL,7.921,81.531,Batticaloa,2019-04-26,2019-04-20,2019-05-02,0,none,dry_negative,,3.2,BAT_VAL_2019-04-26
S001876,WAL_EMB,6.343,80.851,Walawe,2019-06-09,2019-06-03,2019-06-15,0,none,dry_negative,,3.2,WAL_EMB_2019-06-09
S001877,ATT_VEY,7.155,80.061,AttanagaluOya,2018-03-30,2018-03-24,2018-04-05,0,none,dry_negative,,3.2,ATT_VEY_2018-03-30
S001878,MHO_MOU,7.301,79.833,MahaOya,2018-03-17,2018-03-11,2018-03-23,0,none,dry_negative,,3.2,MHO_MOU_2018-03-17
S001879,BAT_BAT,7.717,81.7,Batticaloa,2020-05-03,2020-04-27,2020-05-09,0,none,dry_negative,,3.2,BAT_BAT_2020-05-03
S001880,KEL_KIT,6.989,80.412,Kelani,2024-09-20,2024-09-14,2024-09-26,0,none,dry_negative,,3.2,KEL_KIT_2024-09-20
S001881,KAL_RAT,6.683,80.4,Kalu,2024-12-28,2024-12-22,2025-01-03,0,none,dry_negative,,3.2,KAL_RAT_2024-12-28
S001882,MAH_MHY,7.331,81.001,Mahaweli,2016-04-15,2016-04-09,2016-04-21,0,none,dry_negative,,3.2,MAH_MHY_2016-04-15
S001883,WAL_UDA,6.441,80.881,Walawe,2022-03-21,2022-03-15,2022-03-27,0,none,dry_negative,,3.2,WAL_UDA_2022-03-21
S001884,MAH_KAN,7.291,80.635,Mahaweli,2017-07-22,2017-07-16,2017-07-28,0,none,dry_negative,,3.2,MAH_KAN_2017-07-22
S001885,KEL_COL,6.97,79.873,Kelani,2017-03-23,2017-03-17,2017-03-29,0,none,dry_negative,,3.2,KEL_COL_2017-03-23
S001886,GAL_AMP,7.291,81.671,GalOya,2022-08-25,2022-08-19,2022-08-31,0,none,dry_negative,,3.2,GAL_AMP_2022-08-25
S001887,ATT_JAE,7.074,79.892,AttanagaluOya,2019-06-24,2019-06-18,2019-06-30,0,none,dry_negative,,3.2,ATT_JAE_2019-06-24
S001888,GIN_GAL,6.089,80.221,Gin,2022-09-19,2022-09-13,2022-09-25,0,none,dry_negative,,3.2,GIN_GAL_2022-09-19
S001889,KAL_AGA,6.535,80.15,Kalu,2015-03-21,2015-03-15,2015-03-27,0,none,dry_negative,,3.2,KAL_AGA_2015-03-21
S001890,KAL_BAL,6.652,80.698,Kalu,2024-09-13,2024-09-07,2024-09-19,0,none,dry_negative,,3.2,KAL_BAL_2024-09-13
S001891,MAH_KAN,7.291,80.635,Mahaweli,2017-01-11,2017-01-05,2017-01-17,0,none,dry_negative,,3.2,MAH_KAN_2017-01-11
S001892,BAT_VAL,7.921,81.531,Batticaloa,2020-09-21,2020-09-15,2020-09-27,0,none,dry_negative,,3.2,BAT_VAL_2020-09-21
S001893,MAL_MAN,8.951,79.951,MalwathuOya,2017-04-04,2017-03-29,2017-04-10,0,none,dry_negative,,3.2,MAL_MAN_2017-04-04
S001894,GIN_GAL,6.089,80.221,Gin,2021-12-29,2021-12-23,2022-01-04,0,none,dry_negative,,3.2,GIN_GAL_2021-12-29
S001895,KLA_ELA,8.151,79.851,KalaOya,2020-10-31,2020-10-25,2020-11-06,0,none,dry_negative,,3.2,KLA_ELA_2020-10-31
S001896,KIR_TIS,6.281,81.281,KirindiOya,2020-10-10,2020-10-04,2020-10-16,0,none,dry_negative,,3.2,KIR_TIS_2020-10-10
S001897,KAL_BUL,6.66,80.19,Kalu,2022-04-01,2022-03-26,2022-04-07,0,none,dry_negative,,3.2,KAL_BUL_2022-04-01
S001898,NIL_PIT,6.3,80.552,Nilwala,2017-01-16,2017-01-10,2017-01-22,0,none,dry_negative,,3.2,NIL_PIT_2017-01-16
S001899,ATT_VEY,7.155,80.061,AttanagaluOya,2020-03-15,2020-03-09,2020-03-21,0,none,dry_negative,,3.2,ATT_VEY_2020-03-15
S001900,GIN_THA,6.331,80.331,Gin,2022-08-15,2022-08-09,2022-08-21,0,none,dry_negative,,3.2,GIN_THA_2022-08-15
S001901,NIL_URA,6.231,80.601,Nilwala,2015-07-21,2015-07-15,2015-07-27,0,none,dry_negative,,3.2,NIL_URA_2015-07-21
S001902,ATT_JAE,7.074,79.892,AttanagaluOya,2016-10-15,2016-10-09,2016-10-21,0,none,dry_negative,,3.2,ATT_JAE_2016-10-15
S001903,KLA_ELA,8.151,79.851,KalaOya,2019-07-20,2019-07-14,2019-07-26,0,none,dry_negative,,3.2,KLA_ELA_2019-07-20
S001904,KAL_BAL,6.652,80.698,Kalu,2024-04-21,2024-04-15,2024-04-27,0,none,dry_negative,,3.2,KAL_BAL_2024-04-21
S001905,BAT_VAL,7.921,81.531,Batticaloa,2016-07-18,2016-07-12,2016-07-24,0,none,dry_negative,,3.2,BAT_VAL_2016-07-18
S001906,GIN_NEL,6.423,80.293,Gin,2023-08-18,2023-08-12,2023-08-24,0,none,dry_negative,,3.2,GIN_NEL_2023-08-18
S001907,KAL_BAL,6.652,80.698,Kalu,2020-09-05,2020-08-30,2020-09-11,0,none,dry_negative,,3.2,KAL_BAL_2020-09-05
S001908,GIN_BAD,6.171,80.19,Gin,2016-10-17,2016-10-11,2016-10-23,0,none,dry_negative,,3.2,GIN_BAD_2016-10-17
S001909,NIL_PIT,6.3,80.552,Nilwala,2017-05-25,2017-05-19,2017-05-31,0,none,dry_negative,,3.2,NIL_PIT_2017-05-25
S001910,WAL_UDA,6.441,80.881,Walawe,2020-09-29,2020-09-23,2020-10-05,0,none,dry_negative,,3.2,WAL_UDA_2020-09-29
S001911,ATT_VEY,7.155,80.061,AttanagaluOya,2019-04-07,2019-04-01,2019-04-13,0,none,dry_negative,,3.2,ATT_VEY_2019-04-07
S001912,MHO_GIR,7.331,80.121,MahaOya,2019-02-07,2019-02-01,2019-02-13,0,none,dry_negative,,3.2,MHO_GIR_2019-02-07
S001913,KAL_BAL,6.652,80.698,Kalu,2019-05-06,2019-04-30,2019-05-12,0,none,dry_negative,,3.2,KAL_BAL_2019-05-06
S001914,YAN_HOR,8.551,80.881,YanOya,2017-08-18,2017-08-12,2017-08-24,0,none,dry_negative,,3.2,YAN_HOR_2017-08-18
S001915,KEL_UP,6.831,80.616,Kelani,2022-02-20,2022-02-14,2022-02-26,0,none,dry_negative,,3.2,KEL_UP_2022-02-20
S001916,KEL_AVI,6.954,80.211,Kelani,2017-04-25,2017-04-19,2017-05-01,0,none,dry_negative,,3.2,KEL_AVI_2017-04-25
S001917,GIN_NEL,6.423,80.293,Gin,2018-08-18,2018-08-12,2018-08-24,0,none,dry_negative,,3.2,GIN_NEL_2018-08-18
S001918,MAH_POL,7.94,81.001,Mahaweli,2017-05-04,2017-04-28,2017-05-10,0,none,dry_negative,,3.2,MAH_POL_2017-05-04
S001919,KEL_KAD,6.933,79.983,Kelani,2020-05-11,2020-05-05,2020-05-17,0,none,dry_negative,,3.2,KEL_KAD_2020-05-11
S001920,WAL_EMB,6.343,80.851,Walawe,2017-06-18,2017-06-12,2017-06-24,0,none,dry_negative,,3.2,WAL_EMB_2017-06-18
S001921,KIR_TIS,6.281,81.281,KirindiOya,2023-08-10,2023-08-04,2023-08-16,0,none,dry_negative,,3.2,KIR_TIS_2023-08-10
S001922,KEL_COL,6.97,79.873,Kelani,2022-11-23,2022-11-17,2022-11-29,0,none,dry_negative,,3.2,KEL_COL_2022-11-23
S001923,ATT_NIT,7.141,80.098,AttanagaluOya,2019-08-02,2019-07-27,2019-08-08,0,none,dry_negative,,3.2,ATT_NIT_2019-08-02
S001924,BAT_ERA,7.771,81.601,Batticaloa,2021-10-01,2021-09-25,2021-10-07,0,none,dry_negative,,3.2,BAT_ERA_2021-10-01
S001925,NIL_MAT,5.949,80.55,Nilwala,2020-02-12,2020-02-06,2020-02-18,0,none,dry_negative,,3.2,NIL_MAT_2020-02-12
S001926,COL_KOT,6.888,79.901,ColomboMetro,2022-09-19,2022-09-13,2022-09-25,0,none,dry_negative,,3.2,COL_KOT_2022-09-19
S001927,BAT_ERA,7.771,81.601,Batticaloa,2022-09-27,2022-09-21,2022-10-03,0,none,dry_negative,,3.2,BAT_ERA_2022-09-27
S001928,MAH_NUW,6.949,80.782,Mahaweli,2015-08-30,2015-08-24,2015-09-05,0,none,dry_negative,,3.2,MAH_NUW_2015-08-30
S001929,MAH_MHY,7.331,81.001,Mahaweli,2019-05-26,2019-05-20,2019-06-01,0,none,dry_negative,,3.2,MAH_MHY_2019-05-26
S001930,NIL_MAT,5.949,80.55,Nilwala,2016-12-06,2016-11-30,2016-12-12,0,none,dry_negative,,3.2,NIL_MAT_2016-12-06
S001931,ATT_VEY,7.155,80.061,AttanagaluOya,2019-02-09,2019-02-03,2019-02-15,0,none,dry_negative,,3.2,ATT_VEY_2019-02-09
S001932,KEL_UP,6.831,80.616,Kelani,2020-04-07,2020-04-01,2020-04-13,0,none,dry_negative,,3.2,KEL_UP_2020-04-07
S001933,KAL_BAL,6.652,80.698,Kalu,2017-06-28,2017-06-22,2017-07-04,0,none,dry_negative,,3.2,KAL_BAL_2017-06-28
S001934,GIN_THA,6.331,80.331,Gin,2020-02-16,2020-02-10,2020-02-22,0,none,dry_negative,,3.2,GIN_THA_2020-02-16
S001935,NIL_PIT,6.3,80.552,Nilwala,2016-04-11,2016-04-05,2016-04-17,0,none,dry_negative,,3.2,NIL_PIT_2016-04-11
S001936,GAL_AMP,7.291,81.671,GalOya,2020-07-29,2020-07-23,2020-08-04,0,none,dry_negative,,3.2,GAL_AMP_2020-07-29
S001937,GIN_THA,6.331,80.331,Gin,2019-04-27,2019-04-21,2019-05-03,0,none,dry_negative,,3.2,GIN_THA_2019-04-27
S001938,ATT_NIT,7.141,80.098,AttanagaluOya,2022-07-21,2022-07-15,2022-07-27,0,none,dry_negative,,3.2,ATT_NIT_2022-07-21
S001939,BAT_BAT,7.717,81.7,Batticaloa,2016-03-21,2016-03-15,2016-03-27,0,none,dry_negative,,3.2,BAT_BAT_2016-03-21
S001940,NIL_MAT,5.949,80.55,Nilwala,2020-03-15,2020-03-09,2020-03-21,0,none,dry_negative,,3.2,NIL_MAT_2020-03-15
S001941,GIN_GAL,6.089,80.221,Gin,2016-03-24,2016-03-18,2016-03-30,0,none,dry_negative,,3.2,GIN_GAL_2016-03-24
S001942,MAH_NUW,6.949,80.782,Mahaweli,2017-07-24,2017-07-18,2017-07-30,0,none,dry_negative,,3.2,MAH_NUW_2017-07-24
S001943,NIL_MAT,5.949,80.55,Nilwala,2017-01-14,2017-01-08,2017-01-20,0,none,dry_negative,,3.2,NIL_MAT_2017-01-14
S001944,ATT_GAM,7.092,79.994,AttanagaluOya,2023-03-19,2023-03-13,2023-03-25,0,none,dry_negative,,3.2,ATT_GAM_2023-03-19
S001945,KEL_RUW,7.041,80.251,Kelani,2022-03-03,2022-02-25,2022-03-09,0,none,dry_negative,,3.2,KEL_RUW_2022-03-03
S001946,KAL_BUL,6.66,80.19,Kalu,2018-09-04,2018-08-29,2018-09-10,0,none,dry_negative,,3.2,KAL_BUL_2018-09-04
S001947,DED_CHI,7.576,79.797,DeduruOya,2019-01-21,2019-01-15,2019-01-27,0,none,dry_negative,,3.2,DED_CHI_2019-01-21
S001948,GIN_NEL,6.423,80.293,Gin,2022-05-10,2022-05-04,2022-05-16,0,none,dry_negative,,3.2,GIN_NEL_2022-05-10
S001949,KEL_AVI,6.954,80.211,Kelani,2019-03-14,2019-03-08,2019-03-20,0,none,dry_negative,,3.2,KEL_AVI_2019-03-14
S001950,ATT_VEY,7.155,80.061,AttanagaluOya,2016-01-20,2016-01-14,2016-01-26,0,none,dry_negative,,3.2,ATT_VEY_2016-01-20
S001951,GIN_GAL,6.089,80.221,Gin,2017-07-30,2017-07-24,2017-08-05,0,none,dry_negative,,3.2,GIN_GAL_2017-07-30
S001952,KAL_KLT,6.583,79.96,Kalu,2023-06-05,2023-05-30,2023-06-11,0,none,dry_negative,,3.2,KAL_KLT_2023-06-05
S001953,KAL_RAT,6.683,80.4,Kalu,2018-08-15,2018-08-09,2018-08-21,0,none,dry_negative,,3.2,KAL_RAT_2018-08-15
S001954,MAH_KAN,7.291,80.635,Mahaweli,2018-07-20,2018-07-14,2018-07-26,0,none,dry_negative,,3.2,MAH_KAN_2018-07-20
S001955,KEL_HAN,6.902,80.082,Kelani,2018-09-22,2018-09-16,2018-09-28,0,none,dry_negative,,3.2,KEL_HAN_2018-09-22
